SiteCode|BSCName|SiteName|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|Swap Status|MBU#|RBU
RUR3034|ISB003H__I10_ISB_3|RUR3034__S_Bannu_Kinger|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
RUR3036|ISB003H__I10_ISB_3|RUR3036__S_Agrar|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
RUR3038|MRD001H__Mardan_MRD_1|RUR3038__S_KhandakLowerDir|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16||10|North
RUR3052|PSH001H__KohatRd_MGW_1|RUR3052__P_Chagharmatti|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
RUR3056|LHR003H__MunnuChowk_LHR_3|RUR3056__S_BatapurAttukay|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||18|Central-I
RUR3059|JHL002H__Rasheedabad_JHE_2|RUR3059__H_DachoorAmeran|Huawei|RURAL|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|16||12|North
RUR3060|ISB001H__I10_ISB_1|RUR3060__S_KhokharMehra|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
RUR3061|JHE653H__MGWJHE_1|RUR3061__S_ChaukiMirpur|Huawei|Chauki AJK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12||11|North
RUR3066|JHE653H__MGWJHE_1|RUR3066__S_Kangra|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10||11|North
RUR3067|LHR003H__MunnuChowk_LHR_3|RUR3067__S_JalloVillage|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||18|Central-I
RUR3071|KSR534H__MunnuChowk_U_5|RUR3071__S_DhariJattanNankanaS|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR3072|GUJ547H__Pindibypass_10|RUR3072__H_VerpalChattah|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR3076|GUJ546H__Pindibypass_9|RUR3076__S_Ottawa|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||44|Central-I
RUR3079|JHL002H__Rasheedabad_JHE_2|RUR3079__S_Islampur|Huawei|Swat|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16||79|North
RUR3087|FSD122E|RUR3087|Ericsson|Faisalabad|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||25|Central-II
RUR3107|GUJ547H__Pindibypass_10|RUR3107__H_ThakarkayWarraich|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR3110|ISB644H__I-10_Building_ISB_1|RUR3110__S_JhandBangla|Huawei|Rural|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12||11|North
RUR3114|SHK536H__MunnuChowk_U_7|RUR3114__H_DhanatpuraFaroqabad|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||23|Central-I
RUR3116|ISB003H__I10_ISB_3|RUR3116__S_Kari_Hader|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
RUR3142|ISB002H__VSAT_ISB_2|RUR3142__S_sehgalabad|Huawei||Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11||5|North
RUR3148|ISB002H__VSAT_ISB_2|RUR3148__S_Mangwal|Huawei||Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11||5|North
RUR3153|PSH002H__KohatRd_MGW_2|RUR3153__S_Warsakroade|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
RUR3173|SKT002H__IndustrialEstate_SKT_2|RUR3173__P_Barak_Pind|Huawei|Narrowal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR3187|ISB006H__I10_ISB_6|RUR3187__S_Standalone|Huawei|Mansehra|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
RUR3192|LHR003H__MunnuChowk_LHR_3|RUR3192__P_MainBazarJalloMore|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||18|Central-I
RUR3196|ISB003H__I10_ISB_3|RUR3196__S_Shorkot|Huawei||Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
RUR3218|SHK536H__MunnuChowk_U_7|RUR3218__S_QDHKotLadah|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR3235|LHR008H__FRF_LHR_8|RUR3235__P_FazalClyBundRoad|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|5||21|Central-I
RUR3261|LHR012H___FRF__12|RUR3261__H_RJJJaboMallRajaJhan|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||22|Central-I
RUR3308|FSD126E|RUR3308|Ericsson|Faisalabad|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|23||29|Central-II
RUR3333|GUJ002H__Ferozeabad_GUJ_2|RUR3333__S_PHAKhatialaShaikhan|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR3374|FSD124E|RUR3374|Ericsson|Toba Tek Singh|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
RUR3396|SKT002H__IndustrialEstate_SKT_2|RUR3396__P_SKGMCBChowkZafarwal|Huawei|Narrowal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR3411|SKT001H__IndustrialEstate_SKT_1|RUR3411__H_SKTUggoki|Huawei|Sialkot|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
RUR3412|ISB003H__I10_ISB_3|RUR3412__S_BedarSamila|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
RUR3417|SKT001H__IndustrialEstate_SKT_1|RUR3417__P_SKTBidianaSkt|Huawei|Sialkot|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||46|Central-I
RUR3419|GJW003H__Pindibypass_GJN_3|RUR3419__S_SKTRohaila|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||49|Central-I
RUR3420|GJW003H__Pindibypass_GJN_3|RUR3420__S_SKTUthian|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
RUR3433|GUJ001H__Ferozeabad_GUJ_1|RUR3433__S_MuhellaChahBarywall|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR3448|GUJ547H__Pindibypass_10|RUR3448__H_ALPMasjidAhleHadith-1|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR3450|RYK171E|RUR3450|Ericsson|Faisalabad|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|23||26|Central-II
RUR3460|SKT002H__IndustrialEstate_SKT_2|RUR3460__S_QilaKalarwala|Huawei|Narrowal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR3463|MGH154E|RUR3463|Ericsson|Basti Malana Faqirwala|Ericsson OMC|Silver|Silver|Micro/Mini|Center III|Center III|Central 3|Mobiserve|R2|26||#N/A|Central-II
RUR3464|LHR013H___FRF__13|RUR3464__P_SHKMandialistop|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||23|Central-I
RUR3486|LHR012H___FRF__12|RUR3486__H_MujahidcolonyLHR|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||17|Central-I
RUR3495|GJW003H__Pindibypass_GJN_3|RUR3495__S_DSKWarsaklay|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
RUR3505|RWD543H__FRF_11|RUR3505__S_BPRShaukatabad|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||24|Central-I
RUR3508|GUJ002H__Ferozeabad_GUJ_2|RUR3508__S_DNGShahana|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR3518|KSR534H__MunnuChowk_U_5|RUR3518__H_KDNKailonVillageKhu|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||22|Central-I
RUR3525|LHR012H___FRF__12|RUR3525__H_LHRJaliana|Huawei|Rawind|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||16|Central-I
RUR3526|RYK316Z_ZTE_BSC_1_LCK|RUR3526|ZTE|Machi Goth|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3529|GUJ002H__Ferozeabad_GUJ_2|RUR3529__S_MozaJalalpurChatha|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR3536|GUJ547H__Pindibypass_10|RUR3536__S_AbdullahPur|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||47|Central-I
RUR3539|SHK536H__MunnuChowk_U_7|RUR3539__P_JhandialaRd|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||23|Central-I
RUR3545|MUL319Z|RUR3545|ZTE|Ali pur|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR3559|KSR534H__MunnuChowk_U_5|RUR3559__H_PattokiChunianRd|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR3560|KSR534H__MunnuChowk_U_5|RUR3560__H_Halla|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR3562|GUJ546H__Pindibypass_9|RUR3562__S_GujranwalaNarowalRd|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||44|Central-I
RUR3574|SGD161E|RUR3574|Ericsson|Mianwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
RUR3575|BHP101E|RUR3575|Ericsson|Nurpur Noranga|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR3582|RYK316Z_ZTE_BSC_1_LCK|RUR3582|ZTE|Gulshan-e-Nasir|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||69|South
RUR3583|RYK316Z_ZTE_BSC_1_LCK|RUR3583|ZTE|Taranda city|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31||69|South
RUR3586|MUL319Z|RUR3586|ZTE|Ali pur|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR3591|RYK316Z_ZTE_BSC_1_LCK|RUR3591|ZTE|Chowk Bahadur pur|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||69|South
RUR3592|BHP108E|RUR3592|Ericsson|Chishtian|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||55|Central-I
RUR3595|SHW052H__MGWSHW_7|RUR3595__S_Kalianwala|Huawei|Toba Tek Singh|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|1||26|Central-II
RUR3599|RYK316Z_ZTE_BSC_1_LCK|RUR3599|ZTE|Bangla Icha|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3609|LHR006H__FRF_LHR_6|RUR3609__P_TawarChowkAwan_WP|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||17|Central-I
RUR3623|RYK316Z_ZTE_BSC_1_LCK|RUR3623__P_RukenPurKhan|ZTE|Rukan Pur|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3625|RYK316Z_ZTE_BSC_1_LCK|RUR3625|ZTE|Shahbaz Pur|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3626|MUL150E|RUR3626|Ericsson|Sikandarabad|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|24||42|Central-II
RUR3628|MUL150E|RUR3628|Ericsson|Shujabad|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||42|Central-II
RUR3630|PKP054H__ZiaTown_1|RUR3630__H_Bahawalgarh|Huawei|Minchanabad|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||52|Central-I
RUR3631|PKP054H__ZiaTown_1|RUR3631__S_MozaLalika|Huawei|Minchanabad|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||52|Central-I
RUR3632|MUL159E|RUR3632|Ericsson|Kacha Khu|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|25||34|Central-II
RUR3634|MUL157E|RUR3634|Ericsson|Kot Abbas Shaheed|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|24||42|Central-II
RUR3670|RYK_317Z_1_LCK|RUR3670__H_KPRZahirPirKPR|ZTE|Zahirpir city|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3683|MGH154E|RUR3683|Ericsson|Khan garh|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||40|Central-II
RUR3686|OKR048H__MGWSHW_6|RUR3686__S_PKPBungaHayat|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR3689|FSD124E|RUR3689|Ericsson|Toba Tek Singh|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
RUR3697|OKR048H__MGWSHW_6|RUR3697__P_SHWAddanoorPurSHW|Huawei|Pakpattan|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR3700|LHR012H___FRF__12|RUR3700__U_FirstTreetManufacturing|Huawei|Lahore|Huawei OMC|Silver|Silver|Micro/Mini|Center I|Center I|Central 1|PMCL|R1|3||17|Central-I
RUR3702|FSD124E|RUR3702|Ericsson|Toba Tek Singh|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
RUR3704|MGH156E|RUR3704|Ericsson|Sher sultan|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR3709|MUL152E|RUR3709|Ericsson|Adda pull Haveli|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|23||34|Central-II
RUR3715|MUL152E|RUR3715|Ericsson|Vehari|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||56|Central-I
RUR3725|FSD124E|RUR3725|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
Rur3735|GUJ001H__Ferozeabad_GUJ_1|Rur3735__S_Gjrmuhallahkhokhar|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR3736|GUJ001H__Ferozeabad_GUJ_1|RUR3736__P_GJRMangowalGharbi|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR3737|GUJ547H__Pindibypass_10|RUR3737__H_GUJThakarkay|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR3742|GUJ546H__Pindibypass_9|RUR3742__P_HafizPlaza|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||44|Central-I
RUR3747|SHK536H__MunnuChowk_U_7|RUR3747__S_FZAjnaywala|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||23|Central-I
RUR3750|FSD126E|RUR3750|Ericsson|Toba Tek Singh|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
RUR3752|SHW052H__MGWSHW_7|RUR3752__H_KAMMamoo_Kanjan|Huawei|Faisalabad|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|1||26|Central-II
RUR3753|GUJ547H__Pindibypass_10|RUR3753__S_MRDGujShkRd|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||21|Central-I
RUR3760|LHR012H___FRF__12|RUR3760__H_LHRKahnaKacha|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||17|Central-I
RUR3786|MGH154E|RUR3786|Ericsson|Chowk quershi|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||40|Central-II
RUR3814|SKT001H__IndustrialEstate_SKT_1|RUR3814__P_Ramgarh|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||48|Central-I
RUR3815|BHP102E|RUR3815|Ericsson|Dokota|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||54|Central-I
RUR3817|FSD124E|RUR3817|Ericsson|Khanewal|Ericsson OMC|Silver|Silver|Macro|Center III|Center II|Central 3|EPTSC|R2|23||34|Central-II
RUR3818|FSD124E|RUR3818|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
RUR3832|LHR013H___FRF__13|RUR3832__S_LHRNawanPind|Huawei|Shahdra|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||24|Central-I
RUR3844|GUJ001H__Ferozeabad_GUJ_1|RUR3844__S_LLMNadirHospitalJor|Huawei|Mandi Bhudin|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR3852|LHR003H__MunnuChowk_LHR_3|RUR3852__H_GAwalColony|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||18|Central-I
RUR3857|LHR012H___FRF__12|RUR3857__P_AliRazabadRaiwndRd|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||16|Central-I
Rur3863|JHE653H__MGWJHE_1|Rur3863__H_llmdolatnag|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR3887|GUJ546H__Pindibypass_9|RUR3887__P_ChandDaQila|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||44|Central-I
RUR3888|SKT001H__IndustrialEstate_SKT_1|RUR3888__P_amgarha_Aimanaba|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||48|Central-I
RUR3895|GUJ547H__Pindibypass_10|RUR3895__P_AlipurCwk|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||76|Central-I
RUR3916|ISB002H__VSAT_ISB_2|RUR3916__S_PindDhoke|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 2|Mobiserve|R1|11||30|Central-II
RUR3919|SGD161E|RUR3919|Ericsson|Mianwali|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
RUR3920|SGD163E|RUR3920|Ericsson|Bhakkar|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||32|Central-II
RUR3921|SGD161E|RUR3921|Ericsson|Mianwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
RUR3924|SGD163E|RUR3924|Ericsson|Bhakkar|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||32|Central-II
RUR3928|MGH154E|RUR3928|Ericsson|shah jamal|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||40|Central-II
RUR3936|SHW004H__Larriadda_FSD_4|RUR3936__S_SardarpurNoon|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR3937|SHW004H__Larriadda_FSD_4|RUR3937__S_Tassawarabd|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR3938|SGD162E|RUR3938|Ericsson|Sargodha|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||33|Central-II
RUR3946|GUJ001H__Ferozeabad_GUJ_1|RUR3946__S_GhakharMandi3|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||76|Central-I
RUR3947|GUJ001H__Ferozeabad_GUJ_1|RUR3947__S_AzizChowk|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||49|Central-I
RUR3952|SHW052H__MGWSHW_7|RUR3952__S_Chak44-12L|Huawei|Sahiwal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||56|Central-I
RUR3957|RYK_317Z_1_LCK|RUR3957__P_MohallahMianMushtaqShah |ZTE|Zahirpir city|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3961|RYK316Z_ZTE_BSC_1_LCK|RUR3961|ZTE|Basti Garhi Beghar|ZTE OMC|Hub|Hub|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3963|RYK316Z_ZTE_BSC_1_LCK|RUR3963|ZTE|Ahmedpur Lamha|ZTE OMC|Hub|Hub|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR3971|OKR048H__MGWSHW_6|RUR3971__S_OKRChak48-3R|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
RUR3974|RWD543H__FRF_11|RUR3974__H_Hussainabad|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||24|Central-I
RUR3977|SHW052H__MGWSHW_7|RUR3977__S_RajhannaRoad|Huawei|Faisalabad|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|1||26|Central-II
RUR3978|SGD160E|RUR3978|Ericsson|Sargodha|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||31|Central-II
RUR3979|SHW052H__MGWSHW_7|RUR3979__S_NaiwalaBanglaRd|Huawei|Sahiwal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||56|Central-I
RUR3983|BHP105E|RUR3983|Ericsson|Anayatian|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
RUR3986|BHP106E|RUR3986|Ericsson|Salan|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
RUR3987|BHP106E|RUR3987|Ericsson|Adda 13 Souling |Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR3993|LHR012H___FRF__12|RUR3993__P_ValenciaNBlock|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||16|Central-I
RUR3995|GUJ001H__Ferozeabad_GUJ_1|RUR3995__S_JPJLakhanWal|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR3998|SKT002H__IndustrialEstate_SKT_2|RUR3998__P_ChoubraChawinda|Huawei|Sialkot|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||46|Central-I
RUR4002|GJW003H__Pindibypass_GJN_3|RUR4002__S_SKTBubunkhie|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||48|Central-I
RUR4004|GJW003H__Pindibypass_GJN_3|RUR4004__S_Bhalowali|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
RUR4016|MGH154E|RUR4016|Ericsson|Khan garh|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||40|Central-II
RUR4019|MUL152E|RUR4019|Ericsson|Abharoti|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|EPTSC|R2|23||53|Central-I
RUR4021|JHE653H__MGWJHE_1|RUR4021__S_AwanSharif|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR4026|MGH154E|RUR4026|Ericsson|Muzaffargarh|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||40|Central-II
RUR4032|GJW003H__Pindibypass_GJN_3|RUR4032__S_SKTWellRiseFactory|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
