SiteCode|BSCName|SiteName|NoofCells|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|MBU#|RBU
MNS1118|UISB208H__RNC_I-10 Building ISB_3|UMNS1118__S_Muhalah_Muftiabd_A|3|Huawei|MANSEHRA|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|16|12|North
MNS1119|UISB208H__RNC_I-10 Building ISB_3|UMNS1119__P_Chandai|3|Huawei|MANSEHRA|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|16|12|North
MNS1555|UISB208H__RNC_I-10 Building ISB_3|UMNS1555__P_LarriAddaNEW|3|Huawei|MANSEHRA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16|12|North
MNS1798|UISB208H__RNC_I-10 Building ISB_3|UMNS1798__S_MohallahDab1|3|Huawei|MANSEHRA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16|12|North
MNS1893|UISB208H__RNC_I-10 Building ISB_3|UMNS1893__S_QillayDiQassi|3|Huawei|MANSEHRA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16|12|North
MUL7232|UMUL213E_RNC_MLTREX_1|MUL7232|3|Ericsson|MULTAN|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|EPTSC|R2|24|42|Central-II
NAN3787|ULHR206H__RNC_MunnuChowk_1|NAN3787__H_MorMangtanwala|3|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|24|Central-I
NAN3975|ULHR206H__RNC_MunnuChowk_1|NAN3975__P_ShadbaghClnyNankana|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|24|Central-I
NAN4036|ULHR206H__RNC_MunnuChowk_1|NAN4036__P_HiraRiceMillNankana|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|24|Central-I
NAN4062|ULHR206H__RNC_MunnuChowk_1|NAN4062__P_NankanaSB|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|24|Central-I
PKP3206|ULHR206H__RNC_MunnuChowk_1|PKP3206__H_AlHamraChowkPKP|3|Huawei|Pakpattan|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|50|Central-I
PSH1002|UPSH202H__RNC_MGWPSH_1|UPSH1002__GarhiArbab1|3|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1266|UPSH202H__RNC_MGWPSH_1|UPSH1266__RingRoad|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1289|UPSH202H__RNC_MGWPSH_1|UPSH1289__KhilwatRoad1|3|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|7|North
PSH1365|UPSH202H__RNC_MGWPSH_1|UPSH1365__GulzarGarhi|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1366|UPSH202H__RNC_MGWPSH_1|UPSH1366__Khaistaabad|3|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1367|UPSH202H__RNC_MGWPSH_1|UPSH1367__MadinaColony|3|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1533|UPSH202H__RNC_MGWPSH_1|UPSH1533__RasheedGarhi|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1551|UPSH202H__RNC_MGWPSH_1|UPSH1551__S_MussaliGarhi1|3|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|7|North
PSH1684|UPSH202H__RNC_MGWPSH_1|UPSH1684__SardarColony|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|7|North
PSH1686|UPSH202H__RNC_MGWPSH_1|UPSH1686__P_ShamaPlaza2|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|7|North
PSH1723|UPSH202H__RNC_MGWPSH_1|UPSH1723__LandhiArbab|3|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|6|North
PSH1724|UPSH202H__RNC_MGWPSH_1|UPSH1724__P_Wazirdhand|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|7|North
PSH2770|UPSH202H__RNC_MGWPSH_1|UPSH2770__P_DehBahadur|3|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|6|North
PTT0325|ULHR206H__RNC_MunnuChowk_1|UPTT0325__H_Pattoki|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
PTT3073|ULHR206H__RNC_MunnuChowk_1|PTT3073__P_PuraniMandi|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
PTT3687|ULHR206H__RNC_MunnuChowk_1|PTT3687__S_MadinaColonyPattoki|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
PTT4027|ULHR206H__RNC_MunnuChowk_1|UPTT4027__P_FaisalColonyPattoki|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
PTT6954|ULHR206H__RNC_MunnuChowk_1|PTT6954__P_HabibTown|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
PTT8822|ULHR206H__RNC_MunnuChowk_1|PTT8822__P_HotelBazarPattoki|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
PTT9834|ULHR206H__RNC_MunnuChowk_1|PTT9834__P_NearRailwayPhatak|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
RWD3061|ULHR206H__RNC_MunnuChowk_1|URWD3061__H_LHRRailwayRaiwand_N|3|Huawei|Rawind|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
RWD3860|ULHR206H__RNC_MunnuChowk_1|URWD3860__P_LHRKotKhazanaRaiwin|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
RWD4647|ULHR206H__RNC_MunnuChowk_1|RWD4647__P_LHRZahoorTownRaiwind|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
RWD4648|ULHR206H__RNC_MunnuChowk_1|URWD4648__H_LHRGhouspuraRaiwind|3|Huawei|Rawind|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
RWD6924|ULHR206H__RNC_MunnuChowk_1|RWD6924__S_RailwayColony|3|Huawei|Rawind|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
RWD9935|ULHR206H__RNC_MunnuChowk_1|URWD9935__P_DildarColony|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
TLG0076|UISB208H__RNC_I-10 Building ISB_3|UTLG0076__TalagangMainCity|3|Huawei|TALAGANG|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|5|North
TLG1125|UISB208H__RNC_I-10 Building ISB_3|UTLG1125__Jatla|3|Huawei|TALAGANG|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|5|North
TLG1126|UISB208H__RNC_I-10 Building ISB_3|UTLG1126__CourtRoad|3|Huawei|TALAGANG|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|5|North
TLG1950|UISB208H__RNC_I-10 Building ISB_3|UTLG1950__S_OffloadTLG1125B|3|Huawei|TALAGANG|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|5|North
TXA0481|UISB205H__RNC_I-10_Building ISB_2|UTXA0481__S_Taxila|3|Huawei||Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15|4|North
TXA1372|UISB205H__RNC_I-10_Building ISB_2|UTXA1372__S_ModelTown1|3|Huawei|TAXILA|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|15|4|North
TXA1839|UISB205H__RNC_I-10_Building ISB_2|UTXA1839__S_HabdalOffload1|3|Huawei|TAXILA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15|4|North
TXA1889|ISB205H__RNC_I-10_Building ISB_2|UTXA1889__P_GovtCollegeWomen|3|Huawei|TAXILA|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|15|4|North
TXA2673|UISB205H__RNC_I-10_Building ISB_2|UTXA2673__S_WaqasColony_NEW1|3|Huawei|TAXILA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15|4|North
WZB0060|ULHR206H__RNC_MunnuChowk_1|UWZB0060__S_DhonkalRdWazir|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB0364|ULHR206H__RNC_MunnuChowk_1|UWZB0364__S_MainBazar|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB3507|ULHR206H__RNC_MunnuChowk_1|UWZB3507__P_ModelColonyWaziraba|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB4219|ULHR206H__RNC_MunnuChowk_1|UWZB4219__P_Janubi_Phatak|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB4220|ULHR206H__RNC_MunnuChowk_1|UWZB4220__S_WazirabadBypas|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB4345|ULHR206H__RNC_MunnuChowk_1|UWZB4345__P_Railway_Rd_Waziraba|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB9635|ULHR206H__RNC_MunnuChowk_1|UWZB9635__P_Bagri_PlazaWazirabad|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
WZB9816|ULHR206H__RNC_MunnuChowk_1|WZB9816__P_MohahlaAllbad|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
LHR0643|ULHR201H__RNC_FRF_1|ULHR0643_Pace_MMAlam|3|Huawei|Lahore|homc2|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|18|Central-I
LHR4326|ULHR201H__RNC_FRF_1|ULHR4326__S_KorayStopWaltonRd1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|4|17|Central-I
PSH0472|UPSH202H__RNC_MGWPSH_1|UPSH0472__S_Chabayan|3|Huawei|Peshawar|homc4|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|7|North
GJR3437|ULHR203H__RNC_FRF_2|UGJR3437__P_DrRabaniRaod|3|Huawei|Gujrat|homc4|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
KSR0236|ULHR206H__RNC_MunnuChowk_1|UKSR0236__P_Baba_Kamal_Chishti|3|Huawei|Kasur |homc3|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
PSH0394|UPSH202H__RNC_MGWPSH_1|UPSH0394__S_PAF Camp Badaber|3|Huawei|Peshawar|homc4|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|6|North
DSK1138|ULHR206H__RNC_MunnuChowk_1|DSK1138__S_Offload DSK0321C|3|Huawei|Sialkot|homc4|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
KRM3130|UISB208H__RNC_I-10 Building ISB_3|UKRM3130__S_KandyAbbasZiarat|3|Huawei|Kurram Agency|homc4|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|17|9|North
GSW1156|ULHR206H__RNC_MunnuChowk_1|UGSW1156__S_OffloadedGSW4979|3|Huawei|Kasur|homc3|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
PSH0250|UPSH202H__RNC_MGWPSH_1|UPSH0250__S_Hayatabad Phase6|3|Huawei|Peshawar|homc4|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18|7|North
TXA0956|UISB205H__RNC_I-10_Building ISB_2|UTXA0956__S_Toheedabad_NEW1|3|Huawei|Taxila|homc4|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15|4|North
RUR1141|ULHR201H__RNC_FRF_1|URUR1141__S_SunderEstate|3|Huawei|Lahore|homc3|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
RUR1123|ULHR201H__RNC_FRF_1|URUR1123__S_IndustrialEstateGate1|3|Huawei|Lahore|homc3|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
LHR3257|ULHR204H__RNC_FRF_3|ULHR3257__S_BarkatPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|18|Central-I
ISB7322|UISB200H__RNC_I-10 Building ISB_1|UISB7322_Centaurus|4|Huawei||Huawei|Platinum|Platinum|Macro|North|North I|North 1||R1|14|3|North
GJR9716|ULHR203H__RNC_FRF_2|GJR9716__S_Darbar_PandeyShah1|3|Huawei||Huawei|Platinum|Platinum|Macro|Center I|Center I|Central 4||R1|10|45|Central-I
MUL3338|UMUL213E_RNC_MLTREX_1|U2MUL3338|3|Ericsson||Ericsson|Platinum|Platinum|Macro|Center III|Center III|Central 3||R2|24|39|Central-II
BDG6742|SUK313Z__MGW_1|BDG6742|3|ZTE|BANGAL DERO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|64|South
BDG6743|SUK313Z__MGW_1|U2BDG6743__H_DHAMRAH|3|ZTE|BANGAL DERO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|64|South
BGL2205|JHE653H__MGWJHE_1|BGL2205__H_PindiHashim|3|Huawei|BHAGWAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4||R1|10|45|Central-I
BGL2206|JHE653H__MGWJHE_1|BGL2206__H_DhalKakka|3|Huawei|BHAGWAL|Huawei OMC|Hub|Hub|Macro|North|North I|Central 4||R1|10|45|Central-I
BHA8536|GUJ003H__Ferozeabad_SGD_3|BHA8536__S_MuhallahNoorHusain|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BHA8537|GUJ003H__Ferozeabad_SGD_3|BHA8537__S_BuchaKalan|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BHE4228|GUJ003H__Ferozeabad_SGD_3|BHE4228__S_SultaniGateBhera|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|10|33|Central-II
BHE4229|GUJ003H__Ferozeabad_SGD_3|BHE4229__P_MalakwalRdBhera|3|Huawei|Sargodha|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|10|33|Central-II
BHE9882|GUJ003H__Ferozeabad_SGD_3|BHE9882__S_NearDarulAloom|3|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|10|33|Central-II
BNU1038|ISB003H__I10_ISB_3|BNU1038__S_JamanRoad|3|Huawei|BANNU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
BNU1039|ISB003H__I10_ISB_3|BNU1039__P_LakkiGate|3|Huawei|BANNU|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|17|77|North
BNU1937|ISB003H__I10_ISB_3|BNU1937__S_Sukari|3|Huawei|BANNU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
BNU1938|ISB003H__I10_ISB_3|BNU1938__S_TehsilStreet|3|Huawei|BANNU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
BNU1940|ISB003H__I10_ISB_3|BNU1940__P_LarriAdda|3|Huawei|BANNU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
CHD1094|PSH001H__KohatRd_MGW_1|CHD1094__H_MainChowk|3|Huawei|CHARSADA|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18|8|North
CHD1095|PSH001H__KohatRd_MGW_1|CHD1095__S_ParangPoliceStn_TP|3|Huawei|CHARSADA|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|8|North
CHD1502|PSH001H__KohatRd_MGW_1|CHD1502__H_Parang|3|Huawei|CHARSADA|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18|8|North
CHD1503|PSH001H__KohatRd_MGW_1|CHD1503__S_CharSaddaCity|3|Huawei|CHARSADA|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18|8|North
CHH6201|SUK313Z__MGW_1|CHH6201|3|ZTE|CHAK|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|66|South
CHH6477|SUK313Z__MGW_1|CHH6477|3|ZTE|CHAK|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|66|South
CMN5092|QTA190E|CMN5092|3|Ericsson|CHAMAN|Ericsson OMC|Hub|Hub|Macro|South|South II|South 3|CCS|R2|30|70|South
CMN6078|QTA190E|CMN6078|3|Ericsson|CHAMAN|Ericsson OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30|70|South
CMN6292|QTA190E|CMN6292|3|Ericsson|CHAMAN|Ericsson OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30|70|South
CWT3851|SHW052H__MGWSHW_7|CWT3851__P_WaliJutChowk|3|Huawei|Sahiwal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|56|Central-I
CWT4018|SHW052H__MGWSHW_7|CWT4018__P_RailwayStation_1|3|Huawei|Sahiwal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|53|Central-I
CWT7965|SHW052H__MGWSHW_7|CWT7965__P_AlFateh_IceFactory|3|Huawei|Sahiwal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|56|Central-I
CWT8392|SHW052H__MGWSHW_7|CWT8392__P_KhurshidPlaza|3|Huawei|Sahiwal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|56|Central-I
DIK0160|ISB003H__I10_ISB_3|DIK0160__S_DIKhancity|3|Huawei|DIKHAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK1096|ISB003H__I10_ISB_3|DIK1096__H_Faqirabad|3|Huawei|DIKHAN|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK1097|ISB003H__I10_ISB_3|DIK1097__H_CircularRoad|3|Huawei|DIKHAN|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK1499|ISB003H__I10_ISB_3|DIK1499__H_ChashmaChowk|3|Huawei|DIKHAN|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK1539|ISB003H__I10_ISB_3|DIK1539__S_KhairabadColony|3|Huawei|DIKHAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK2074|ISB003H__I10_ISB_3|DIK2074__S_Diwala|3|Huawei|DIKHAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK2702|ISB003H__I10_ISB_3|DIK2702__S_ShaheenMohalla|3|Huawei|DIKHAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
DIK2950|ISB003H__I10_ISB_3|DIK2950__P_CircularRoad|3|Huawei|DIKHAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|77|North
DMK6995|GJW003H__Pindibypass_GJN_3|DMK6995__S_LorrikkeDaska|3|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DMK6996|GJW003H__Pindibypass_GJN_3|DMK6996__S_DhamonkayDaska|3|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DMK6997|GJW003H__Pindibypass_GJN_3|DMK6997__H_TalharaDaska|3|Huawei|Sialkot|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DPL3840|OKR544H__MGWSHW_8|DPL3840__P_DevalNagarDipalpur|3|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
GHK4414|GUJ001H__Ferozeabad_GUJ_1|GHK4414__P_Hanjranwala|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|76|Central-I
GHK6955|GUJ001H__Ferozeabad_GUJ_1|GHK6955__P_Suditown|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|76|Central-I
GHK9864|GUJ001H__Ferozeabad_GUJ_1|GHK9864__P_Muhallahjinnah_Town|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|76|Central-I
HGW5939|KHI307H__Barq_7|HGW5939__Memon Goth|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|35|60|South
HRR1411|ISB001H__I10_ISB_1|HRR1411__H_AslamKhanColony|3|Huawei|HARRIPUR|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HWY0265|MRD001H__Mardan_MRD_1|HWY0265__S_ManiyarSwat|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16|79|North
HWY0266|JHL002H__Rasheedabad_JHE_2|HWY0266__S_MattaKhararai|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 2|HNL|R1|16|79|North
HWY1476|MRD001H__Mardan_MRD_1|HWY1476__H_BarikotSwat|3|Huawei|HIGHWAY|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|16|79|North
HWY1479|JHL002H__Rasheedabad_JHE_2|HWY1479_S_KhazaKhailaSwat|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16|79|North
HWY1765|JHL002H__Rasheedabad_JHE_2|HWY1765__H_Odegram|3|Huawei|HIGHWAY|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|16|79|North
HWY1984|MRD001H__Mardan_MRD_1|HWY1984__S_Shamozai|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16|79|North
JPB3533|SHK536H__MunnuChowk_U_7|JPB3533__P_MohallahMustfabad|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
JPB3874|SHK536H__MunnuChowk_U_7|JPB3874__S_Sukhekirdbhattian|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
JPB4945|SHK536H__MunnuChowk_U_7|JPB4945__H_Pindibhatianrd|3|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
JPS8766|JHE653H__MGWJHE_1|JPS8766__P_SiyamCollege|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
JPS8768|GUJ001H__Ferozeabad_GUJ_1|JPS8768__H_PeerShah|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
JPS8771|JHE653H__MGWJHE_1|JPS8771__S_DelavurPur|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
KAD6635|SUK313Z__MGW_1|U2KAD6635__S_Goth_Kohram_Khoro|3|ZTE|KAMAL DEIRO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|65|South
KAD6636|SUK313Z__MGW_1|KAD6636|3|ZTE|KAMAL DEIRO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|65|South
KAD6637|SUK313Z__MGW_1|KAD6637|3|ZTE|KAMAL DEIRO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29|65|South
KAM3116|SHW052H__MGWSHW_7|KAM3116__H_MadinabadKamalia|3|Huawei|Toba Tek Singh|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|53|Central-I
KAM3117|SHW052H__MGWSHW_7|KAM3117__P_HajiChowkKamalia|3|Huawei|Toba Tek Singh|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|53|Central-I
KAM3597|SHW052H__MGWSHW_7|KAM3597__S_Amratsarian|3|Huawei|Toba Tek Singh|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|53|Central-I
KAM4425|SHW052H__MGWSHW_7|KAM4425__S_BilalGunjKamalia|3|Huawei|Toba Tek Singh|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|53|Central-I
KAM4968|SHW052H__MGWSHW_7|KAM4968__P_IqbalBazar|3|Huawei|Toba Tek Singh|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|53|Central-I
